referral_id,referrer_user_id,referral_channel,referral_sent_date,referral_status,referral_accepted_date,reward_granted
R7938_0,7938,WhatsApp,2024-07-11,Accepted,2024-07-23,Template Unlock
R7938_1,7938,Team Invite,2024-06-25,Accepted,2024-07-11,1 month Pro
R7938_2,7938,Team Invite,2024-06-29,Accepted,2024-07-05,1 month Pro
R7938_3,7938,Email,2024-07-16,Accepted,2024-07-23,Credit Pack
R7938_4,7938,Team Invite,2024-06-09,Accepted,2024-06-16,Credit Pack
R7939_0,7939,Link,2024-02-23,Accepted,2024-03-10,1 month Pro
R7940_0,7940,Link,2024-04-05,Accepted,2024-04-18,1 month Pro
R7940_1,7940,Team Invite,2024-03-06,Pending,,
R7948_0,7948,Team Invite,2024-04-14,Pending,,
R7948_1,7948,Link,2024-04-12,Accepted,2024-05-01,1 month Pro
R7948_2,7948,Link,2024-03-14,Accepted,2024-03-16,1 month Pro
R7950_0,7950,WhatsApp,2024-02-21,Accepted,2024-03-09,1 month Pro
R7955_0,7955,Email,2024-09-26,Accepted,2024-09-29,1 month Pro
R7955_1,7955,Email,2024-08-31,Accepted,2024-09-04,1 month Pro
R7955_2,7955,Link,2024-09-26,Accepted,2024-10-02,Credit Pack
R7955_3,7955,WhatsApp,2024-09-01,Pending,,
R7959_0,7959,Email,2025-01-24,Pending,,
R7959_1,7959,WhatsApp,2024-12-29,Accepted,2025-01-16,1 month Pro
R7959_2,7959,Instagram DM,2025-01-03,Pending,,
R7960_0,7960,WhatsApp,2024-09-18,Accepted,2024-10-07,1 month Pro
R7969_0,7969,Link,2024-01-24,Pending,,
R7969_1,7969,Link,2024-01-21,Pending,,
R7972_0,7972,Instagram DM,2024-03-09,Accepted,2024-03-15,1 month Pro
R7972_1,7972,Instagram DM,2024-02-06,Pending,,
R7972_2,7972,Instagram DM,2024-03-01,Accepted,2024-03-20,Credit Pack
R7972_3,7972,Instagram DM,2024-02-11,Accepted,2024-02-25,Credit Pack
R7974_0,7974,WhatsApp,2024-04-28,Accepted,2024-05-14,1 month Pro
R7974_1,7974,Link,2024-04-09,Pending,,
R7974_2,7974,Link,2024-04-18,Accepted,2024-05-07,Template Unlock
R7974_3,7974,Instagram DM,2024-04-26,Pending,,
R7975_0,7975,Link,2024-03-13,Accepted,2024-03-20,1 month Pro
R7975_1,7975,Instagram DM,2024-03-11,Pending,,
R7978_0,7978,Link,2025-01-11,Accepted,2025-01-30,1 month Pro
R7978_1,7978,Instagram DM,2025-01-31,Pending,,
R7978_2,7978,Link,2025-01-20,Accepted,2025-01-26,Credit Pack
R7978_3,7978,Email,2025-01-28,Accepted,2025-01-31,1 month Pro
R7978_4,7978,Link,2025-01-20,Accepted,2025-02-06,1 month Pro
R7980_0,7980,Link,2025-02-05,Pending,,
R7980_1,7980,Link,2025-01-24,Pending,,
R7980_2,7980,Team Invite,2025-01-01,Accepted,2025-01-07,Template Unlock
R7980_3,7980,WhatsApp,2025-01-16,Pending,,
R7980_4,7980,WhatsApp,2025-01-19,Pending,,
R7987_0,7987,WhatsApp,2024-11-15,Pending,,
R7987_1,7987,Link,2024-11-04,Pending,,
R7996_0,7996,Link,2024-06-16,Pending,,
R7996_1,7996,Instagram DM,2024-06-27,Accepted,2024-06-30,1 month Pro
R7996_2,7996,WhatsApp,2024-07-08,Accepted,2024-07-21,1 month Pro
R7996_3,7996,Team Invite,2024-07-03,Pending,,
R7999_0,7999,Email,2024-03-01,Pending,,
R7999_1,7999,Link,2024-03-03,Accepted,2024-03-19,Template Unlock
R8008_0,8008,Team Invite,2024-03-30,Pending,,
R8008_1,8008,Link,2024-05-06,Accepted,2024-05-15,Template Unlock
R8008_2,8008,Link,2024-05-05,Accepted,2024-05-18,1 month Pro
R8008_3,8008,Link,2024-04-09,Accepted,2024-04-28,1 month Pro
R8008_4,8008,Link,2024-05-10,Pending,,
R8010_0,8010,Email,2024-08-20,Accepted,2024-09-07,1 month Pro
R8010_1,8010,WhatsApp,2024-08-02,Accepted,2024-08-13,1 month Pro
R8019_0,8019,WhatsApp,2024-04-30,Accepted,2024-05-13,1 month Pro
R8021_0,8021,Link,2024-05-09,Pending,,
R8021_1,8021,Link,2024-05-22,Pending,,
R8021_2,8021,Link,2024-04-24,Accepted,2024-05-02,Credit Pack
R8021_3,8021,WhatsApp,2024-05-24,Accepted,2024-06-02,Template Unlock
R8032_0,8032,Email,2024-08-29,Pending,,
R8032_1,8032,Link,2024-08-16,Pending,,
R8032_2,8032,Link,2024-08-08,Accepted,2024-08-16,Credit Pack
R8032_3,8032,Instagram DM,2024-08-03,Accepted,2024-08-18,1 month Pro
R8032_4,8032,Team Invite,2024-08-09,Accepted,2024-08-24,1 month Pro
R8037_0,8037,WhatsApp,2025-01-22,Pending,,
R8037_1,8037,Team Invite,2024-12-29,Accepted,2025-01-15,Credit Pack
R8037_2,8037,Instagram DM,2024-12-26,Accepted,2024-12-30,1 month Pro
R8037_3,8037,WhatsApp,2025-01-01,Pending,,
R8037_4,8037,WhatsApp,2025-01-01,Accepted,2025-01-18,Credit Pack
R8038_0,8038,Link,2024-02-28,Accepted,2024-03-10,Template Unlock
R8040_0,8040,Instagram DM,2024-10-31,Accepted,2024-11-01,1 month Pro
R8040_1,8040,Instagram DM,2024-10-13,Accepted,2024-10-28,Template Unlock
R8042_0,8042,Link,2024-05-02,Accepted,2024-05-04,1 month Pro
R8042_1,8042,Instagram DM,2024-04-14,Accepted,2024-04-16,1 month Pro
R8042_2,8042,Link,2024-03-30,Pending,,
R8049_0,8049,Link,2024-10-25,Accepted,2024-11-11,1 month Pro
R8049_1,8049,Link,2024-11-02,Accepted,2024-11-15,1 month Pro
R8049_2,8049,Link,2024-11-07,Accepted,2024-11-23,1 month Pro
R8054_0,8054,Link,2024-09-27,Pending,,
R8054_1,8054,Link,2024-09-21,Pending,,
R8054_2,8054,Link,2024-09-06,Accepted,2024-09-20,1 month Pro
R8054_3,8054,WhatsApp,2024-09-10,Accepted,2024-09-24,Template Unlock
R8054_4,8054,Link,2024-09-06,Accepted,2024-09-11,Credit Pack
R8058_0,8058,Instagram DM,2024-08-02,Accepted,2024-08-10,Credit Pack
R8058_1,8058,Instagram DM,2024-07-09,Accepted,2024-07-10,Credit Pack
R8058_2,8058,Link,2024-07-07,Pending,,
R8058_3,8058,Link,2024-07-02,Pending,,
R8058_4,8058,Link,2024-07-24,Pending,,
R8062_0,8062,Email,2024-07-13,Pending,,
R8062_1,8062,Email,2024-07-15,Pending,,
R8062_2,8062,Link,2024-07-30,Accepted,2024-08-11,1 month Pro
R8062_3,8062,WhatsApp,2024-08-03,Accepted,2024-08-16,Credit Pack
R8067_0,8067,Email,2024-04-06,Accepted,2024-04-25,Credit Pack
R8067_1,8067,Link,2024-04-07,Accepted,2024-04-14,Template Unlock
R8067_2,8067,Link,2024-04-17,Accepted,2024-04-29,Template Unlock
R8067_3,8067,Instagram DM,2024-03-23,Accepted,2024-04-03,1 month Pro
R8070_0,8070,Link,2024-03-08,Pending,,
R8070_1,8070,Instagram DM,2024-03-29,Pending,,
R8070_2,8070,WhatsApp,2024-03-28,Accepted,2024-04-15,Template Unlock
R8076_0,8076,Link,2024-11-09,Pending,,
R8076_1,8076,Link,2024-11-08,Accepted,2024-11-22,1 month Pro
R8076_2,8076,Link,2024-11-15,Accepted,2024-11-25,1 month Pro
R8077_0,8077,Link,2024-08-08,Pending,,
R8077_1,8077,Instagram DM,2024-07-21,Accepted,2024-08-03,1 month Pro
R8077_2,8077,WhatsApp,2024-08-04,Accepted,2024-08-17,1 month Pro
R8077_3,8077,Instagram DM,2024-08-26,Accepted,2024-08-29,1 month Pro
R8078_0,8078,Link,2024-06-09,Accepted,2024-06-20,1 month Pro
R8078_1,8078,WhatsApp,2024-06-09,Accepted,2024-06-15,1 month Pro
R8078_2,8078,Link,2024-06-01,Accepted,2024-06-20,1 month Pro
R8078_3,8078,Link,2024-06-27,Pending,,
R8078_4,8078,Email,2024-05-30,Pending,,
R8087_0,8087,WhatsApp,2024-09-20,Pending,,
R8089_0,8089,Link,2024-11-11,Pending,,
R8089_1,8089,Instagram DM,2024-11-01,Accepted,2024-11-08,Credit Pack
R8098_0,8098,Instagram DM,2024-05-28,Accepted,2024-05-30,Credit Pack
R8098_1,8098,Link,2024-06-09,Pending,,
R8107_0,8107,Email,2024-08-08,Accepted,2024-08-26,Template Unlock
R8113_0,8113,Team Invite,2024-04-08,Accepted,2024-04-23,1 month Pro
R8116_0,8116,Link,2024-12-17,Accepted,2024-12-23,1 month Pro
R8116_1,8116,Email,2025-01-14,Pending,,
R8116_2,8116,Link,2024-12-16,Pending,,
R8116_3,8116,Link,2025-01-20,Pending,,
R8116_4,8116,Link,2025-01-03,Pending,,
R8117_0,8117,Instagram DM,2024-03-14,Accepted,2024-03-21,Credit Pack
R8117_1,8117,Team Invite,2024-03-07,Pending,,
R8118_0,8118,Team Invite,2024-07-04,Pending,,
R8118_1,8118,Link,2024-06-08,Accepted,2024-06-23,Credit Pack
R8118_2,8118,Link,2024-06-03,Accepted,2024-06-11,1 month Pro
R8118_3,8118,Link,2024-06-26,Accepted,2024-07-10,Template Unlock
R8118_4,8118,Instagram DM,2024-06-17,Pending,,
R8144_0,8144,Email,2024-10-01,Accepted,2024-10-05,1 month Pro
R8144_1,8144,Link,2024-09-25,Accepted,2024-09-30,1 month Pro
R8144_2,8144,Team Invite,2024-10-06,Pending,,
R8144_3,8144,WhatsApp,2024-08-27,Pending,,
R8144_4,8144,Instagram DM,2024-09-30,Pending,,
R8145_0,8145,Link,2024-08-17,Pending,,
R8145_1,8145,Instagram DM,2024-09-13,Pending,,
R8145_2,8145,Link,2024-08-31,Pending,,
R8145_3,8145,Email,2024-08-14,Accepted,2024-08-24,Credit Pack
R8147_0,8147,Link,2025-02-01,Accepted,2025-02-13,1 month Pro
R8149_0,8149,Link,2024-03-09,Pending,,
R8151_0,8151,Team Invite,2024-11-15,Pending,,
R8152_0,8152,Team Invite,2024-07-01,Pending,,
R8155_0,8155,Link,2024-07-04,Accepted,2024-07-07,Credit Pack
R8155_1,8155,Link,2024-07-12,Pending,,
R8155_2,8155,Instagram DM,2024-06-14,Accepted,2024-06-29,Credit Pack
R8155_3,8155,Instagram DM,2024-07-10,Accepted,2024-07-25,Credit Pack
R8162_0,8162,Instagram DM,2024-06-17,Accepted,2024-07-02,Credit Pack
R8162_1,8162,Team Invite,2024-06-10,Accepted,2024-06-19,Template Unlock
R8162_2,8162,Link,2024-06-13,Accepted,2024-07-01,1 month Pro
R8162_3,8162,Link,2024-05-28,Pending,,
R8163_0,8163,WhatsApp,2024-06-06,Pending,,
R8190_0,8190,Link,2024-05-04,Pending,,
R8190_1,8190,Link,2024-04-25,Accepted,2024-05-13,1 month Pro
R8200_0,8200,Link,2024-12-11,Pending,,
R8200_1,8200,Link,2024-12-18,Accepted,2024-12-29,Credit Pack
R8200_2,8200,Team Invite,2024-11-28,Accepted,2024-12-01,1 month Pro
R8205_0,8205,Instagram DM,2024-06-19,Pending,,
R8205_1,8205,Link,2024-06-14,Accepted,2024-07-01,1 month Pro
R8205_2,8205,Link,2024-06-18,Pending,,
R8211_0,8211,Link,2024-09-30,Pending,,
R8211_1,8211,Email,2024-10-01,Accepted,2024-10-05,Credit Pack
R8215_0,8215,Link,2024-02-29,Pending,,
R8217_0,8217,Link,2024-08-16,Accepted,2024-08-23,1 month Pro
R8217_1,8217,WhatsApp,2024-08-28,Accepted,2024-09-02,1 month Pro
R8217_2,8217,Link,2024-09-07,Pending,,
R8217_3,8217,Team Invite,2024-08-12,Accepted,2024-08-31,Template Unlock
R8219_0,8219,Link,2024-08-01,Accepted,2024-08-07,Template Unlock
R8219_1,8219,Email,2024-08-03,Pending,,
R8219_2,8219,Email,2024-08-01,Accepted,2024-08-05,1 month Pro
R8219_3,8219,Instagram DM,2024-07-11,Accepted,2024-07-14,Template Unlock
R8223_0,8223,Team Invite,2024-09-02,Accepted,2024-09-08,1 month Pro
R8223_1,8223,Link,2024-09-13,Pending,,
R8223_2,8223,Email,2024-09-15,Accepted,2024-09-18,Credit Pack
R8223_3,8223,Instagram DM,2024-09-18,Pending,,
R8226_0,8226,Link,2024-10-12,Pending,,
R8226_1,8226,Instagram DM,2024-11-18,Pending,,
R8226_2,8226,Link,2024-10-22,Accepted,2024-10-26,1 month Pro
R8230_0,8230,Link,2024-11-11,Accepted,2024-11-27,Template Unlock
R8230_1,8230,Link,2024-10-13,Pending,,
R8230_2,8230,WhatsApp,2024-10-24,Accepted,2024-10-26,1 month Pro
R8230_3,8230,Email,2024-10-30,Pending,,
R8235_0,8235,Instagram DM,2024-06-22,Pending,,
R8246_0,8246,Team Invite,2024-11-27,Accepted,2024-12-04,Template Unlock
R8246_1,8246,Instagram DM,2024-12-17,Accepted,2024-12-27,Credit Pack
R8246_2,8246,Link,2024-11-26,Pending,,
R8251_0,8251,Link,2024-09-11,Accepted,2024-09-21,1 month Pro
R8251_1,8251,Link,2024-09-19,Accepted,2024-09-28,Template Unlock
R8251_2,8251,Link,2024-09-01,Pending,,
R8251_3,8251,Email,2024-08-19,Accepted,2024-09-06,Credit Pack
R8261_0,8261,Link,2024-08-22,Accepted,2024-08-27,1 month Pro
R8261_1,8261,Instagram DM,2024-09-23,Pending,,
R8261_2,8261,Link,2024-08-24,Accepted,2024-09-11,1 month Pro
R8261_3,8261,Link,2024-09-23,Pending,,
R8263_0,8263,Link,2024-10-16,Pending,,
R8263_1,8263,WhatsApp,2024-11-18,Accepted,2024-12-06,Credit Pack
R8264_0,8264,Email,2024-09-07,Pending,,
R8264_1,8264,Link,2024-08-29,Pending,,
R8264_2,8264,Link,2024-08-22,Pending,,
R8264_3,8264,Email,2024-08-27,Pending,,
R8265_0,8265,Instagram DM,2024-02-15,Pending,,
R8265_1,8265,Link,2024-02-10,Pending,,
R8265_2,8265,WhatsApp,2024-02-23,Accepted,2024-03-02,1 month Pro
R8265_3,8265,Email,2024-01-25,Accepted,2024-01-26,Template Unlock
R8265_4,8265,Email,2024-02-22,Pending,,
R8270_0,8270,Link,2024-07-18,Pending,,
R8270_1,8270,WhatsApp,2024-07-15,Pending,,
R8270_2,8270,Instagram DM,2024-07-15,Accepted,2024-07-29,Template Unlock
R8270_3,8270,WhatsApp,2024-07-10,Pending,,
R8271_0,8271,Link,2024-06-12,Pending,,
R8271_1,8271,Link,2024-06-01,Pending,,
R8271_2,8271,Link,2024-05-20,Pending,,
R8271_3,8271,Link,2024-05-21,Pending,,
R8271_4,8271,Email,2024-05-10,Pending,,
R8283_0,8283,Link,2024-01-08,Pending,,
R8283_1,8283,Team Invite,2024-01-26,Accepted,2024-02-11,Credit Pack
R8287_0,8287,WhatsApp,2024-02-18,Accepted,2024-02-29,1 month Pro
R8287_1,8287,Team Invite,2024-02-24,Pending,,
R8288_0,8288,WhatsApp,2024-06-17,Accepted,2024-06-25,Template Unlock
R8288_1,8288,Link,2024-05-31,Accepted,2024-06-11,1 month Pro
R8291_0,8291,Team Invite,2024-06-27,Pending,,
R8291_1,8291,Link,2024-06-24,Accepted,2024-07-13,1 month Pro
R8298_0,8298,Link,2024-06-29,Accepted,2024-06-30,Credit Pack
R8298_1,8298,WhatsApp,2024-07-21,Accepted,2024-08-06,Credit Pack
R8298_2,8298,Instagram DM,2024-06-10,Accepted,2024-06-25,Credit Pack
R8298_3,8298,Team Invite,2024-07-11,Accepted,2024-07-23,Template Unlock
R8298_4,8298,Link,2024-07-09,Accepted,2024-07-28,Credit Pack
R8300_0,8300,Instagram DM,2024-07-05,Pending,,
R8300_1,8300,Team Invite,2024-06-07,Accepted,2024-06-12,1 month Pro
R8300_2,8300,Instagram DM,2024-06-22,Accepted,2024-06-24,1 month Pro
R8304_0,8304,WhatsApp,2024-07-23,Pending,,
R8304_1,8304,Team Invite,2024-08-23,Pending,,
R8304_2,8304,Instagram DM,2024-08-25,Pending,,
R8304_3,8304,WhatsApp,2024-08-24,Accepted,2024-08-26,1 month Pro
R8305_0,8305,Email,2024-05-11,Accepted,2024-05-19,1 month Pro
R8305_1,8305,WhatsApp,2024-05-22,Pending,,
R8305_2,8305,WhatsApp,2024-06-04,Accepted,2024-06-22,1 month Pro
R8307_0,8307,Email,2024-06-23,Accepted,2024-07-07,1 month Pro
R8314_0,8314,Email,2024-12-15,Accepted,2024-12-22,1 month Pro
R8314_1,8314,Link,2024-12-26,Pending,,
R8314_2,8314,Instagram DM,2024-12-12,Pending,,
R8315_0,8315,Team Invite,2024-02-10,Pending,,
R8315_1,8315,Team Invite,2024-02-01,Accepted,2024-02-04,1 month Pro
R8315_2,8315,Link,2024-02-26,Accepted,2024-03-14,Credit Pack
R8315_3,8315,WhatsApp,2024-01-27,Accepted,2024-02-06,Template Unlock
R8318_0,8318,Email,2024-06-16,Accepted,2024-07-03,1 month Pro
R8318_1,8318,WhatsApp,2024-07-08,Pending,,
R8318_2,8318,Email,2024-06-21,Accepted,2024-06-30,1 month Pro
R8318_3,8318,Team Invite,2024-07-22,Pending,,
R8319_0,8319,Link,2024-05-06,Pending,,
R8319_1,8319,Email,2024-04-04,Accepted,2024-04-15,1 month Pro
R8327_0,8327,Link,2024-05-24,Accepted,2024-05-29,1 month Pro
R8327_1,8327,Link,2024-05-15,Pending,,
R8327_2,8327,Instagram DM,2024-06-02,Pending,,
R8327_3,8327,Link,2024-05-27,Accepted,2024-06-04,1 month Pro
R8327_4,8327,Link,2024-06-06,Accepted,2024-06-07,1 month Pro
R8333_0,8333,Team Invite,2024-10-29,Pending,,
R8338_0,8338,Email,2024-08-23,Accepted,2024-09-09,Template Unlock
R8338_1,8338,Link,2024-08-25,Pending,,
R8338_2,8338,Team Invite,2024-08-02,Accepted,2024-08-08,1 month Pro
R8338_3,8338,Instagram DM,2024-07-26,Pending,,
R8341_0,8341,Instagram DM,2024-12-27,Accepted,2025-01-02,1 month Pro
R8341_1,8341,Team Invite,2024-12-04,Pending,,
R8341_2,8341,Email,2024-12-23,Accepted,2025-01-09,Template Unlock
R8341_3,8341,Email,2024-11-27,Accepted,2024-12-09,1 month Pro
R8341_4,8341,Link,2024-11-22,Pending,,
R8363_0,8363,Team Invite,2024-11-10,Accepted,2024-11-29,Credit Pack
R8363_1,8363,Link,2024-11-17,Accepted,2024-12-03,Template Unlock
R8363_2,8363,Link,2024-10-17,Pending,,
R8366_0,8366,Link,2024-10-06,Pending,,
R8366_1,8366,WhatsApp,2024-10-21,Accepted,2024-11-04,1 month Pro
R8366_2,8366,WhatsApp,2024-10-07,Accepted,2024-10-20,1 month Pro
R8366_3,8366,Instagram DM,2024-10-12,Pending,,
R8366_4,8366,Link,2024-10-11,Accepted,2024-10-16,1 month Pro
R8370_0,8370,Email,2024-12-03,Pending,,
R8370_1,8370,Email,2025-01-05,Pending,,
R8376_0,8376,Email,2024-03-22,Pending,,
R8376_1,8376,Link,2024-03-02,Pending,,
R8376_2,8376,WhatsApp,2024-03-11,Accepted,2024-03-15,Template Unlock
R8378_0,8378,Instagram DM,2024-02-09,Pending,,
R8379_0,8379,Email,2025-01-09,Accepted,2025-01-13,1 month Pro
R8379_1,8379,Team Invite,2024-12-15,Accepted,2024-12-25,1 month Pro
R8379_2,8379,Email,2025-01-07,Pending,,
R8382_0,8382,WhatsApp,2024-02-17,Accepted,2024-02-29,1 month Pro
R8382_1,8382,Instagram DM,2024-02-03,Pending,,
R8382_2,8382,Link,2024-03-02,Pending,,
R8388_0,8388,Link,2024-11-17,Pending,,
R8388_1,8388,Link,2024-11-08,Accepted,2024-11-21,Credit Pack
R8388_2,8388,Instagram DM,2024-11-30,Accepted,2024-12-16,Template Unlock
R8388_3,8388,Email,2024-12-13,Pending,,
R8391_0,8391,Link,2025-01-02,Pending,,
R8391_1,8391,WhatsApp,2025-02-01,Accepted,2025-02-03,Credit Pack
R8391_2,8391,WhatsApp,2025-01-06,Pending,,
R8392_0,8392,Link,2024-08-12,Pending,,
R8392_1,8392,Link,2024-08-21,Accepted,2024-09-09,1 month Pro
R8392_2,8392,Link,2024-07-15,Accepted,2024-07-30,Template Unlock
R8392_3,8392,Instagram DM,2024-07-15,Pending,,
R8393_0,8393,Link,2024-12-17,Accepted,2025-01-01,1 month Pro
R8403_0,8403,WhatsApp,2024-01-31,Accepted,2024-02-08,1 month Pro
R8403_1,8403,Link,2024-03-06,Accepted,2024-03-15,Template Unlock
R8403_2,8403,Link,2024-01-29,Accepted,2024-02-06,Credit Pack
R8403_3,8403,Link,2024-02-29,Accepted,2024-03-16,Credit Pack
R8403_4,8403,Link,2024-02-27,Accepted,2024-03-17,Template Unlock
R8404_0,8404,Link,2024-11-02,Accepted,2024-11-14,Credit Pack
R8404_1,8404,WhatsApp,2024-11-26,Accepted,2024-11-27,Template Unlock
R8411_0,8411,Instagram DM,2025-01-11,Accepted,2025-01-30,Credit Pack
R8411_1,8411,Link,2025-01-03,Accepted,2025-01-15,1 month Pro
R8411_2,8411,WhatsApp,2024-12-18,Pending,,
R8411_3,8411,Link,2024-12-17,Pending,,
R8417_0,8417,Email,2024-07-20,Pending,,
R8417_1,8417,Link,2024-07-29,Pending,,
R8417_2,8417,Instagram DM,2024-07-30,Pending,,
R8417_3,8417,WhatsApp,2024-08-22,Accepted,2024-09-05,1 month Pro
R8422_0,8422,Link,2024-09-18,Accepted,2024-09-20,1 month Pro
R8422_1,8422,Email,2024-10-22,Accepted,2024-10-30,1 month Pro
R8422_2,8422,Email,2024-09-22,Pending,,
R8422_3,8422,Link,2024-10-25,Accepted,2024-11-03,Template Unlock
R8430_0,8430,Team Invite,2024-08-20,Pending,,
R8430_1,8430,WhatsApp,2024-08-11,Pending,,
R8430_2,8430,Email,2024-08-19,Pending,,
R8441_0,8441,Link,2024-07-23,Pending,,
R8441_1,8441,Link,2024-07-03,Accepted,2024-07-18,Template Unlock
R8444_0,8444,WhatsApp,2024-02-03,Pending,,
R8444_1,8444,Instagram DM,2024-02-19,Pending,,
R8452_0,8452,WhatsApp,2024-12-06,Pending,,
R8452_1,8452,Instagram DM,2024-12-04,Accepted,2024-12-09,Credit Pack
R8452_2,8452,Instagram DM,2024-11-30,Accepted,2024-12-02,Template Unlock
R8452_3,8452,Link,2024-12-17,Accepted,2024-12-27,1 month Pro
R8461_0,8461,Email,2024-10-17,Pending,,
R8462_0,8462,Link,2024-12-24,Pending,,
R8462_1,8462,WhatsApp,2025-01-03,Pending,,
R8469_0,8469,Link,2024-10-16,Accepted,2024-10-27,Template Unlock
R8471_0,8471,Team Invite,2024-08-09,Accepted,2024-08-12,Credit Pack
R8479_0,8479,WhatsApp,2024-09-03,Pending,,
R8479_1,8479,Link,2024-08-29,Pending,,
R8479_2,8479,Link,2024-09-01,Pending,,
R8479_3,8479,Link,2024-09-09,Accepted,2024-09-17,Template Unlock
R8479_4,8479,Instagram DM,2024-09-28,Accepted,2024-10-13,Template Unlock
R8481_0,8481,WhatsApp,2024-09-28,Pending,,
R8481_1,8481,Link,2024-09-30,Pending,,
R8481_2,8481,Link,2024-08-22,Pending,,
R8486_0,8486,Link,2024-07-01,Pending,,
R8486_1,8486,Link,2024-07-26,Accepted,2024-08-08,1 month Pro
R8486_2,8486,Link,2024-07-14,Pending,,
R8486_3,8486,Link,2024-07-22,Accepted,2024-07-29,1 month Pro
R8495_0,8495,Instagram DM,2024-05-20,Accepted,2024-05-25,Credit Pack
R8511_0,8511,Link,2024-09-21,Accepted,2024-09-25,1 month Pro
R8511_1,8511,Link,2024-09-06,Accepted,2024-09-12,Credit Pack
R8511_2,8511,Instagram DM,2024-09-26,Pending,,
R8517_0,8517,WhatsApp,2024-08-04,Accepted,2024-08-12,1 month Pro
R8517_1,8517,WhatsApp,2024-08-13,Pending,,
R8517_2,8517,Team Invite,2024-08-11,Accepted,2024-08-12,1 month Pro
R8517_3,8517,Instagram DM,2024-08-03,Pending,,
R8517_4,8517,WhatsApp,2024-07-06,Pending,,
R8519_0,8519,Link,2024-12-06,Pending,,
R8521_0,8521,Link,2024-09-04,Pending,,
R8521_1,8521,Link,2024-08-25,Accepted,2024-09-03,1 month Pro
R8521_2,8521,WhatsApp,2024-09-08,Pending,,
R8527_0,8527,WhatsApp,2024-08-17,Pending,,
R8527_1,8527,Team Invite,2024-08-11,Accepted,2024-08-19,Credit Pack
R8527_2,8527,WhatsApp,2024-07-24,Pending,,
R8537_0,8537,WhatsApp,2024-07-24,Pending,,
R8537_1,8537,Link,2024-08-12,Accepted,2024-08-30,Credit Pack
R8537_2,8537,Link,2024-08-23,Pending,,
R8537_3,8537,WhatsApp,2024-07-30,Accepted,2024-08-10,1 month Pro
R8537_4,8537,WhatsApp,2024-08-20,Pending,,
R8538_0,8538,Link,2024-10-19,Pending,,
R8538_1,8538,Email,2024-11-27,Pending,,
R8538_2,8538,WhatsApp,2024-11-25,Accepted,2024-12-14,1 month Pro
R8540_0,8540,Email,2024-10-24,Pending,,
R8540_1,8540,Instagram DM,2024-10-29,Pending,,
R8540_2,8540,Email,2024-11-15,Accepted,2024-11-18,Template Unlock
R8540_3,8540,Link,2024-11-01,Accepted,2024-11-19,Credit Pack
R8555_0,8555,Link,2024-12-20,Accepted,2024-12-21,1 month Pro
R8555_1,8555,Team Invite,2025-01-18,Accepted,2025-01-29,Template Unlock
R8555_2,8555,Email,2024-12-14,Pending,,
R8555_3,8555,Instagram DM,2024-12-11,Pending,,
R8558_0,8558,Email,2024-05-22,Pending,,
R8559_0,8559,Email,2024-08-26,Accepted,2024-09-05,1 month Pro
R8573_0,8573,Link,2024-12-15,Pending,,
R8575_0,8575,Email,2025-01-15,Accepted,2025-01-25,1 month Pro
R8580_0,8580,Link,2024-09-21,Accepted,2024-09-25,1 month Pro
R8581_0,8581,Instagram DM,2024-03-28,Pending,,
R8581_1,8581,Email,2024-04-17,Accepted,2024-04-28,Template Unlock
R8581_2,8581,WhatsApp,2024-04-16,Pending,,
R8584_0,8584,Link,2024-03-01,Pending,,
R8584_1,8584,Email,2024-02-06,Pending,,
R8584_2,8584,WhatsApp,2024-03-04,Accepted,2024-03-18,Credit Pack
R8584_3,8584,WhatsApp,2024-02-08,Accepted,2024-02-18,1 month Pro
R8584_4,8584,Team Invite,2024-02-19,Accepted,2024-03-04,1 month Pro
R8585_0,8585,WhatsApp,2024-04-22,Accepted,2024-05-02,Credit Pack
R8585_1,8585,Link,2024-04-22,Accepted,2024-05-11,1 month Pro
R8587_0,8587,Email,2024-11-16,Pending,,
R8587_1,8587,Instagram DM,2024-10-18,Accepted,2024-11-04,Credit Pack
R8587_2,8587,Instagram DM,2024-11-15,Pending,,
R8588_0,8588,Link,2024-08-13,Pending,,
R8588_1,8588,Link,2024-08-14,Accepted,2024-09-01,Template Unlock
R8588_2,8588,WhatsApp,2024-09-05,Accepted,2024-09-10,1 month Pro
R8592_0,8592,Instagram DM,2024-06-12,Pending,,
R8592_1,8592,Link,2024-05-31,Accepted,2024-06-10,1 month Pro
R8592_2,8592,Link,2024-06-05,Pending,,
R8612_0,8612,Link,2024-03-20,Accepted,2024-03-28,1 month Pro
R8612_1,8612,Email,2024-02-18,Accepted,2024-02-19,1 month Pro
R8612_2,8612,Link,2024-03-22,Accepted,2024-03-25,Credit Pack
R8612_3,8612,Instagram DM,2024-03-15,Accepted,2024-03-19,1 month Pro
R8612_4,8612,Link,2024-03-09,Accepted,2024-03-27,Template Unlock
R8615_0,8615,WhatsApp,2024-03-10,Accepted,2024-03-26,Credit Pack
R8615_1,8615,WhatsApp,2024-03-24,Accepted,2024-04-09,Template Unlock
R8615_2,8615,Email,2024-03-17,Pending,,
R8615_3,8615,Email,2024-03-21,Pending,,
R8615_4,8615,Link,2024-04-11,Accepted,2024-04-21,1 month Pro
R8617_0,8617,WhatsApp,2024-11-08,Pending,,
